#NAME                    EUCL                     SURF                     WEXA                     RESIDUES                 HBONDS                   SOLVATION                BACKBONE                 ANDIS                    R_ENV                    R_PAIR                   R_CBETA                  R_VDW                    R_RG                     R_CENPACK                R_CO                     R_HS                     R_SS                     R_RSIGMA                 R_SHEET                  R_CEN_HB                 
server05_TS1             0.904653424039659        0.443589154411765        0.771680146629661        45.51239480550421        96.98930756597348        8214.817421805355        59.31951007727778        -3325.15                 0.4678388113255089       0.18843865087166345      0.3619725223389635       0.004749246601903535     0.0                      0.07988774402677323      0.0                      0.0                      0.0                      0.0                      0.0                      -0.39332772588808335     
server06_TS1             0.912069756464477        0.463345568956476        0.762756138229169        0.6376229253614694       76.37450220370633        8486.895329915882        -12.091126221220735      -3626.18                 0.483605200047295        0.08650337564842794      0.35686763535568483      0.002042577663056415     0.0                      0.07707703976197433      0.0                      0.0                      0.0                      0.0                      0.0                      -0.357158362455753       
server07_TS1             0.905271051680222        0.453468536770281        0.739074905572413        0.24520286466286695      67.6657986707684         8506.915882147741        -37.04808027453349       -3181.64                 0.5806265149256759       0.02702226787314215      0.3787508348480092       0.0007047695652936128    0.0                      0.03729970567290742      0.0                      0.0                      0.0                      0.0                      0.0                      -0.3426528733953098      
server08_TS1             0.820241245440269        0.450704225352113        0.67665742204901         0.6846493241744824       70.01513359858075        9260.88360922235         115.24491884688355       -1482.40                 0.6201961634716755       0.13070696506785923      0.42572434686600635      0.004794512304023697     0.0                      0.04906389694430523      0.0                      0.0                      0.0                      0.0                      0.0                      -0.10798891747879248     
server09_TS1             0.833908884652627        0.412434615639277        0.627617999919283        0.2002126123619957       49.47855010416723        12733.798062516667       -11.97823802625769       -1079.80                 0.736391039481784        0.08132328678787806      0.4413912004455945       0.0018498702774601636    0.0                      0.04533690027385614      0.0                      0.0                      0.0                      0.0                      0.0                      -0.1388555815838413      
server10_TS1             0.90308538545845         0.416251778093883        0.707796447703159        -0.13517233914694596     63.23273206534499        10372.900091452475       58.65230873341642        -974.13                  0.5356474550221654       0.06985583272965958      0.3867269625789789       0.0574230305733931       0.0                      0.03330552634229659      0.0                      0.0                      0.0                      0.0                      0.0                      -0.1058090465374497      
server11_TS1             0.431281065883355        0.379467722423843        0.561259766169792        0.021435622527990073     27.85679228073698        16007.432557882797       -99.77577475142441       -1173.61                 0.9043264357402926       0.0518287005793119       0.47649657260456196      0.0026603165033330946    0.0                      -0.007352550749328144    0.0                      0.0                      0.0                      0.0                      0.0                      -0.13999503552300757     
server12_TS1             0.918399442050445        0.399739016963897        0.771923820617626        -38.185059589332035      88.45097182505171        7626.695736071719        -27.168568882859574      -3269.26                 0.45250583441200104      0.1453289820719427       0.37433547963452296      0.05620509375448604      0.0                      0.11133909261615578      0.0                      0.0                      0.0                      0.0                      0.0                      -0.2935458509980627      
server13_TS1             0.507601833474529        0.398805305254632        0.506059929722015        0.340073451948402        22.875443829681743       15928.01817821809        -51.71442984058159       -309.69                  0.9636829920125514       -0.003907679364187366    0.49502581530074286      0.0                      0.0                      0.011957507006624795     0.0                      0.0                      0.0                      0.0                      0.0                      -0.10831982002108285     
server14_TS1             0.902019676203383        0.43567826309941         0.69436484327524         -4.838574845873899       81.43129936353927        8172.796825874374        -34.85638386672409       -2032.26                 0.5465155557520293       0.1295878810319227       0.3908749830521639       0.03223759163937515      0.0                      0.05471365113358328      0.0                      0.0                      0.0                      0.0                      0.0                      -0.34304476290728714     
server15_TS1             0.912916448452676        0.483795558389119        0.754989138482584        1.4919942072980394       80.93123235067914        6530.671344663814        165.62680475113876       -3418.92                 0.4101221280402056       0.14831628396326363      0.41648019563202315      0.04246327024603782      0.0                      0.17968584685171907      0.0                      0.0                      0.0                      0.0                      0.0                      -0.13167073743568905     
server16_TS1             0.89601066056459         0.388877551020408        0.760470589993881        -0.7888316370008436      79.1369872470887         9333.797952587533        4.76256924914891         -2959.67                 0.5534671634660868       0.12176457806454856      0.3799102932246644       0.0014167077114336031    0.0                      -0.011338327656790052    0.0                      0.0                      0.0                      0.0                      0.0                      -0.455176173046529       
server17_TS1             0.917741907228853        0.425141107815938        0.729631036855137        -0.41246094813239853     83.22515715870264        7177.512634385285        -0.952358602648659       -3238.11                 0.5952010355580438       0.15932477565266237      0.39407459984150733      0.0032100789215597845    0.0                      0.052999602867870046     0.0                      0.0                      0.0                      0.0                      0.0                      -0.405079264150611       
server18_TS1             0.911127513800631        0.392621318520071        0.746351764882137        -4.681218055714218       75.82684269259693        7550.809355955573        -19.249818870672197      -3144.23                 0.5505199595657966       0.13751212323158793      0.3709255818731082       0.0033820614791015232    0.0                      0.07316433106569309      0.0                      0.0                      0.0                      0.0                      0.0                      -0.4903863577711853      
server19_TS1             0.75906769277598         0.434595397178916        0.656968274643458        -0.5609298845596282      58.999459371028294       10256.000042046322       -3.0252859299641433      -2200.53                 0.5834829303673457       0.11683056510334487      0.43601213252850146      0.023825055194366836     0.0                      0.04290660341489168      0.0                      0.0                      0.0                      0.0                      0.0                      -0.21698607579769208     
server20_TS1             0.694972643654063        0.387837837837838        0.565664203061094        0.45025332911415883      29.65506344387902        14791.131014984458       -96.7513363103314        -715.07                  0.8505498644682348       0.046855897316533016     0.46900828709693076      0.08417426764446882      0.0                      0.10488016792486873      0.0                      0.0                      0.0                      0.0                      0.0                      -0.06353680536888555     
server01_TS1             0.871085026916394        0.368814774409725        0.68180144819519         -0.4158884347219234      55.520351057283634       11211.556756635653       -27.495214023465042      -1521.54                 0.8069315358271959       0.059402004223672485     0.4120361678577762       0.0003956811072919806    0.0                      -0.015557436467751543    0.0                      0.0                      0.0                      0.0                      0.0                      -0.3046713440400952      
server02_TS1             0.870959753609845        0.376612209802236        0.681774233877307        -0.25908501628098285     54.39398155754783        10808.40001737299        -25.4155553301749        -1470.04                 0.7950214643785781       0.016905649585668696     0.39910678085335527      8.89185066112575e-05     0.0                      0.0086916727573721       0.0                      0.0                      0.0                      0.0                      0.0                      -0.27569094013151685     
server03_TS1             0.88550866546182         0.348827181786823        0.716381920252334        -0.2532798324542264      60.72092902318426        11041.537959626063       -17.573797473023937      -1768.26                 0.7742728295795501       0.07175516247626475      0.3847482734165609       0.0                      0.0                      0.0028626799407782625    0.0                      0.0                      0.0                      0.0                      0.0                      -0.27511967388399416     
server04_TS1             0.866212481874729        0.402147780092964        0.686308364035207        0.7788873151953519       58.12491276960366        8664.306783473969        -38.884355041322074      -1801.89                 0.69777096111561         0.11458684350220001      0.4213731297699976       0.04557451203356551      0.0                      0.10973983008757662      0.0                      0.0                      0.0                      0.0                      0.0                      -0.09631124595702512     
